Xianhe_NOUN _VERB_,2500
Xue'er _._,3899
Xiang to_PRT,1493
Xuan_NOUN Peng,1341
Xing wanted_VERB,1003
X_NOUN !_.,1467
Xerxes_NOUN _._,4711
XIV_NOUN 's,3253
XY_NOUN ),1214
Xi_NOUN had,5353
X A,3074
Xiaotian was_VERB,2589
Xander said_VERB,1554
XRF ),1023
X r_NOUN,1667
Xianxian_NOUN was,1728
Xeon _NOUN_,3655
XXIII_NOUN (_.,1019
Xing_NOUN :,2648
Xue and,5737
Xue Lian_NOUN,1797
XV_NOUN ,,8468
Xiaotian_NOUN .,1544
XI_NOUN (,3318
XVII THE,1107
Xiao_NOUN said_VERB,5710
Xiyue 's_PRT,1183
Xiu _ADP_,2396
XVI_NOUN _CONJ_,1835
Xiao Xiao_NOUN,9211
Xu Family_NOUN,4707
XVIII_NOUN Table,3204
Xn i_PRON,1199
Xiao_NOUN Meng_NOUN,7814
X._NOUN Wang_NOUN,6971
Xiao Xue_NOUN,5052
Xin_NOUN _._,38175
Xavier_NOUN 's_PRT,6350
Xiyue_NOUN _._,1427
XXX_NOUN _._,11232
Xiaoyuan_NOUN was,1166
XXVIII ,_.,1726
Xiao ._.,11482
Xiang Xiang,1465
Xuan Xin_NOUN,1670
Xiaoqing _PRT_,1240
XYZ _NOUN_,12238
XIX CHAPTER,1393
Xi_NOUN Chong,1089
Xinjiang_NOUN ,,3950
Xers _._,1126
XXXIII_NOUN _NOUN_,2919
XPS ,_.,1104
XVIII_NOUN (,1524
XPS_NOUN )_.,2170
Xinyue_NOUN _VERB_,6912
Xue_NOUN Min_NOUN,1245
Xiaobai 's,4076
XI_NOUN _NOUN_,26375
Xenophon and,1162
X_NOUN 9,1128
Xiao Hu_NOUN,1645
X receptor_NOUN,1884
XIV and,2101
X a,4020
Xiaoping _VERB_,4182
Xiao_NOUN immediately,1076
X '_PRT,4146
Xue _PRON_,1489
XX_NOUN (,3890
Xiaomi _._,1348
XV_NOUN -_.,1003
Xenakis_NOUN _._,1165
Xin and_CONJ,8166
XLV _._,3643
Xinhua _NOUN_,4884
Xiyan_NOUN _VERB_,8013
Xiaofan ,,1131
XII_NOUN CHAPTER_NOUN,2085
XVII Table_NOUN,3405
Xuan_NOUN and,7355
Xiao_NOUN Dong,1358
Xiao Yue,8222
X. Then,1828
Xiao_NOUN Zhang,1094
XPS )_.,2170
Xia_NOUN You,2655
Xuan had_VERB,5174
Xiu_NOUN did,1769
X ._.,7882
X_NOUN _ADV_,9795
Xu Wenguang_NOUN,1882
Xlibris_NOUN _NUM_,2444
Xu_NOUN Li,5611
Xbox One,1198
Xiang Xiang_NOUN,1464
X_NOUN --,59464
X ?_.,3710
Xi_NOUN ,_.,23508
Xavier_NOUN _._,15445
Xi nodded_VERB,1298
Xi_NOUN to,2405
Xiaoping_NOUN .,1095
X_NOUN of,8173
Xie_NOUN _ADV_,2251
Xiyue_NOUN _VERB_,6918
X. Lu_NOUN,1220
Xavier_NOUN and_CONJ,2079
Xiao Clan,1284
Xerox _._,1962
Xbox_NOUN One,1163
XIII CHAPTER,1987
Xantholinus_NOUN ;,1996
Xin_NOUN is_VERB,1367
Xiao Ying,5176
Xanthe _VERB_,1578
X t,14897
Xiao_NOUN Xin,2472
X_NOUN X_NOUN,54074
Xi also,1054
XI ._.,31663
XLV _NOUN_,1127
XLVIII _._,3100
Xing_NOUN Chen,9978
Xiao_NOUN An,2053
Xie_NOUN 's_PRT,5205
Xinyue_NOUN was,1086
XSS_NOUN _NOUN_,1596
Xue _VERB_,42772
Xiaotian was,2589
Xia_NOUN was,2547
XXI _NOUN_,11453
Xie et,4659
XXXIII_NOUN ._.,4574
Xia _ADV_,2578
XXVII_NOUN ,,2127
Xian_NOUN and,2126
X_NOUN ∩,1902
XVI 's,1322
Xander was_VERB,1501
Xian_NOUN and_CONJ,2126
Xanthomonas campestris,1072
Xiaoqing_NOUN _VERB_,3207
X_NOUN 5,5981
Xenophon 's_PRT,3961
XII_NOUN ,_.,14188
Xiaoxiao_NOUN 's,8866
X_NOUN 2,29337
Xiao_NOUN San,1488
Xiaobao _VERB_,2848
Xu Yang,1393
Xavier ._.,5146
Xinjiang .,2059
Xander_NOUN ,_.,3027
Xiao Qiang_NOUN,3835
Xu J_NOUN,2690
X >,2322
X ⊆_NOUN,2201
X_NOUN Table,5732
Xu_NOUN Jie,7596
X.Y._NOUN _NOUN_,1020
Xiao Gui,1213
Xavier_NOUN _ADP_,2083
X R,1384
XI_NOUN -_.,1824
Xi_NOUN Er_NOUN,2951
XX CHAPTER,1284
Xun _NOUN_,6395
Xia_NOUN Hua,6733
X. ",3687
X_NOUN Corp.,1191
Xu_NOUN was,4710
Xu_NOUN Hui,6403
XXII_NOUN .,10302
X such_DET,1026
XXXVIII _._,5067
Xi'an_NOUN Jiaotong,1352
Xie and,2976
XIV_NOUN and_CONJ,2098
Xander _CONJ_,1753
Xia Empire_NOUN,1689
XXIII .,10444
Xiaomei 's_PRT,2198
Xiang et_NOUN,1302
XFFL _._,1558
Xiaoyi _._,1369
XIX ._.,13611
XVI ),1814
Xbox _NUM_,1601
Xerox _NOUN_,4540
XXII Table,2439
Xiao_NOUN suddenly_ADV,1204
Xia_NOUN Empire_NOUN,1689
Xiong _VERB_,8415
Xiao_NOUN et_NOUN,4294
X. Zhang_NOUN,6413
Xiangru_NOUN _VERB_,1352
XIII_NOUN _CONJ_,1390
X._NOUN _ADP_,9600
Xia Zhi_NOUN,1215
XSS_NOUN _._,1359
X_NOUN ray,1464
X_NOUN or,4623
Xu Chao,1609
XVI_NOUN :,1921
X No,1639
Xiao_NOUN Chen_NOUN,48454
X. _PRON_,6857
Xin 's_PRT,21629
Xue'er ,,2519
XXII_NOUN ,_.,3010
Xenophon .,1034
Xiao_NOUN Ling,27829
Xiao Family,1720
Xian and_CONJ,2126
Xiao_NOUN Li_NOUN,6886
X_NOUN ),24443
Xu_NOUN Ying_NOUN,1489
Xiao _PRT_,34878
Xenon_NOUN _NOUN_,1236
Xuan Peng,1341
Xiao_NOUN Jiu,7039
Xiao Ming,1640
X_train_NOUN _._,2120
Xi_NOUN Yu,2232
X ⊆,2366
X_test ,,1004
Xian_NOUN _PRT_,6896
Xiyue_NOUN 's,1183
X._NOUN Zhao_NOUN,1607
X._NOUN Huang_NOUN,1571
XIV_NOUN _NUM_,1555
Xiaomi _VERB_,2637
Xiaoxue ,,1605
Xing_NOUN Chen_NOUN,9972
Xiaomei_NOUN .,1043
Xi_NOUN ),1328
Xiaoyun _VERB_,2226
Xia Yu_NOUN,8269
X._NOUN CHAPTER,1955
Xiong _PRT_,3241
XVII_NOUN _ADP_,1234
Xue Ling,2302
Xiaoxiao could_VERB,1334
XII (,4650
Xuan could_VERB,2128
Xiao Meng,7814
XIX .,13613
XPS_NOUN _NOUN_,5422
XVIIe _X_,1707
X_NOUN m,3855
Xiao_NOUN Qiang_NOUN,3835
XXVII ._.,6895
Xiang did,2119
X s,5443
Xie .,2414
XML_NOUN and_CONJ,1007
Xuan Ye,12409
XXX _NOUN_,8046
X .,7882
Xing_NOUN looked_VERB,2039
X_NOUN THE,2014
Xu You,1795
X_NOUN E,1130
X_NOUN if_ADP,1715
Xun_NOUN ._.,1589
XXXVII ,_.,1097
XIX :,1003
XXX ,_.,2462
XVIII ,_.,6150
XLVIII_NOUN _NOUN_,1166
Xiaoyu 's_PRT,3841
Xiao_NOUN Ye,2965
XVI_NOUN Table_NOUN,3669
Xudong _VERB_,1098
X. The_NOUN,2194
X._NOUN Zhu_NOUN,1137
Xiaowen _VERB_,1820
Xu_NOUN Hao_NOUN,1280
Xian_NOUN _._,13767
X_NOUN l_NOUN,1547
X._NOUN For,1267
Xiaofeng_NOUN 's,1943
Xiao_NOUN _ADP_,5840
Xu_NOUN Y,2409
XG_NOUN ,,1009
Xerxes _._,4711
Xiu could,1087
Xi_NOUN looked,3079
Xinjiang_NOUN _NOUN_,6653
Xin_NOUN felt_VERB,1307
Xiaomei .,1043
XIX Table,3002
Xing_NOUN did,4345
Xu_NOUN Yang,1393
Xing_NOUN and,9799
Xiaoxi_NOUN _VERB_,1030
XO ,_.,1424
XX_NOUN :,3934
Xiaohe 's,1116
Xia _NOUN_,244985
XPS ,,1104
Xiao Ai,3246
XXVIII_NOUN Table_NOUN,1477
Xiao_NOUN Jie,2356
XXXIII .,4650
Ximena_NOUN _._,1005
Xian_NOUN did,1025
Xin_NOUN Han_NOUN,3169
X2_X _._,1284
X i_NUM,4296
Xiaoping_NOUN ._.,1095
X._NOUN Y._NOUN,1629
XX :,3956
X._NOUN _PRT_,1112
X. Hu,1532
Xiu said_VERB,2085
Xuan_NOUN Yi_NOUN,2531
Xiao_NOUN Qi,6336
Xu Fuguan_NOUN,1879
Xu Dong,12807
X_NOUN 10d_NUM,6703
XVIII _VERB_,1429
X 1_ADJ,1251
Xia_NOUN Yang_NOUN,1327
XVIII_NOUN ,_.,6117
XVIII_NOUN CHAPTER,1472
Xue _._,30096
Xianxian was_VERB,1728
Xiao_NOUN Jiang,1331
Xiao_NOUN Budian,2400
X. Luo_NOUN,1057
Xiang Fei_NOUN,3470
X can_VERB,3756
Xa_NOUN ._.,1418
XR _NOUN_,1766
Xiaolian_NOUN _VERB_,2731
Xiaoxiao _ADP_,2689
Xie was,2289
Xiyan _ADV_,1548
Xiaomei_NOUN _ADV_,1140
X E_NOUN,1130
Xiao ,,41054
XXXIV_NOUN .,4221
Xu_NOUN You_PRON,1291
Xiao_NOUN felt_VERB,1462
XLVI _._,3540
Xu _._,89433
Xiao_NOUN Hong,4980
Xiaoying_NOUN _VERB_,1948
XII_NOUN THE_NOUN,1508
XYZ _._,3178
X [,6459
Xing frowned,1598
X_NOUN c_NOUN,2336
Xiaoping_NOUN _._,5661
Xu_NOUN Hao,1280
Xiaoting_NOUN _VERB_,1814
Xi said,4759
Xiu ._.,4165
X_NOUN 1_NUM,39823
X_NOUN ⊂_NOUN,1089
X_NOUN h,1217
XII_NOUN --,1202
Xiaoxiao_NOUN .,4319
Xia_NOUN _PRON_,5669
Xiaoxiao looked,1449
Xing :_.,2648
Xiaoyu_NOUN _VERB_,13659
Xiaoxiao_NOUN said,1176
Xue_NOUN Fu,1554
Xuan said,4014
X 14d,3405
XV_NOUN THE,1178
XRD ,_.,2130
Xiao Ya,8283
Xinjiang_NOUN ,_.,3950
XXII Table_NOUN,2438
X_NOUN was,4091
X_NOUN chromosome,8038
Xia_NOUN et_NOUN,2852
XXXVI_NOUN _._,5306
X. Yu,1095
Xiaoshi_NOUN _VERB_,1626
XI_NOUN :_.,2691
Xs _._,1769
Xiaotian and_CONJ,1089
Xixi _VERB_,2812
Xuan ,,16195
XV_NOUN ._.,22991
Xin_NOUN ,,23376
XX_NOUN ,_.,7228
XVI_NOUN THE,1114
X_NOUN k_NOUN,8963
Xiao Guan,1400
Ximen_NOUN Family,1169
X_NOUN O,1354
X that_DET,2268
Xia Keke_NOUN,2171
Xue_NOUN was,6442
Xiong 's_PRT,2594
Xue_NOUN and,5736
XXVII_NOUN _NOUN_,5589
Xander_NOUN 's_PRT,4064
Xinmei _VERB_,1000
Xi Yue_NOUN,1121
Xiang Ying,1653
XZ_NOUN -,1157
Xiao_NOUN Qin_NOUN,1481
XVI ,,11657
XRD pattern_NOUN,1985
Xu_NOUN You,1765
Xun was,1888
XX_NOUN months,1484
X_NOUN b_NOUN,1219
Xing_NOUN said_VERB,11102
Xavier ,,7720
X rays,1542
XR_NOUN ,_.,1561
XVI_NOUN _ADP_,2530
Xin was_VERB,12360
Xan_NOUN _VERB_,2542
Xiao Qin_NOUN,1481
Xinghe_NOUN ,,1602
Xi Yao,1378
Xiao thought,1053
Xia Family_NOUN,3108
Xiang Tian_NOUN,1184
XXX_NOUN ,,2386
X *,9432
Xu_NOUN _NOUN_,316181
XXI ._.,11829
XVIII :,1400
X. L.,1509
Xi Wu_NOUN,5046
Xia _PRT_,5515
Xu_NOUN Fuguan_NOUN,1879
Xia_NOUN _CONJ_,3002
Xi_NOUN is,2339
Xiao Mei_NOUN,2938
Xiaobai_NOUN 's,4075
X_NOUN p,2623
Xiao_VERB _PRON_,2870
Xu_NOUN &,1082
Xiao_NOUN did_VERB,5063
Xiao_NOUN Xiang,1177
Xu (,2548
Xi_NOUN said,4758
X s_VERB,2148
Xiao_NOUN Jin_NOUN,9454
Xinjiang _PRT_,1027
Xiao Lan_NOUN,4354
XVIe_X _X_,1055
X_NOUN :_.,13341
X_NOUN -,256358
Xiao to,3063
XRD patterns,3180
Xu_NOUN Dong_NOUN,12804
X_NOUN by,2766
Xiao_NOUN Bai_NOUN,6789
X_NOUN which,1350
Xiu _VERB_,34411
Xingzhou _._,1255
X2 Bible_NOUN,2039
Xiao_NOUN Yang,3202
Xi_NOUN looked_VERB,3079
Xiang '_PRT,1637
X_NOUN 0_NUM,11429
X_NOUN →,11653
Ximena_NOUN _VERB_,1413
XXXVII ,,1098
Xiaomei was_VERB,1120
XIII_NOUN .,26080
Xi'an _NOUN_,4459
Xu_NOUN Qing_NOUN,3834
X if,1715
X_NOUN R,1384
XXVIII_NOUN Table,1477
XV )_.,2191
Xiaoyu_NOUN ,,2949
Xu_NOUN et,15873
Xu_NOUN Y_NOUN,2409
Xiao Hu,1645
Xiao_NOUN Cheng,2170
XL_NOUN (_.,1066
X_NOUN )_.,24443
Xiyan_NOUN .,1075
XIX ,,4899
XXXV ,_.,1180
XO _NOUN_,2393
Xiaoya _PRT_,1521
Xuan_NOUN ,_.,16190
Xue'er _VERB_,5425
XIII -_.,2058
Xie Fei_NOUN,18574
Xia Yang_NOUN,1327
Xilin _NOUN_,1423
Xiao San_NOUN,1488
Xue Ji_NOUN,1933
Xi Xi,2157
XXVIII_NOUN _NOUN_,4898
Xinyue _._,1899
X ",12543
Xing Yue,1252
XG ,,1009
XV_NOUN CHAPTER,1780
X_NOUN 3d,3820
Xueli _VERB_,1514
Xiaoman_NOUN _VERB_,2145
X_NOUN 4_NUM,6272
X_NOUN Y_NOUN,5605
Xu ._.,5991
XIV_NOUN _CONJ_,2363
Xiaodong_NOUN _._,1130
Xin Er_NOUN,2266
XIII_NOUN :,1687
XIII _ADP_,2954
Xander and_CONJ,1634
Xiaoyu_NOUN ,_.,2949
Xiao Xiao,9212
XP_NOUN _._,5494
Xiaohe _._,1207
Xiao Qiao,1308
X ∈_NOUN,5472
Xu Que_NOUN,1420
X. Ma,1182
XVIIIe _X_,2159
Xing_NOUN _ADV_,14922
X_NOUN =,37262
Xinyu _._,1047
X_NOUN 3_NUM,18123
Xue_NOUN Bu,1091
XXI_NOUN CHAPTER_NOUN,1199
Xing_NOUN frowned,1598
XXII_NOUN _NOUN_,8291
Xiao_NOUN Meng,7814
XXIX_NOUN »_NOUN,1155
Xin also,1036
X._NOUN Li,5633
Xiaodao _VERB_,2681
Xeon Phi,1126
X. et,3434
Xiaoran _PRT_,1135
XX months,1484
Xie_NOUN Fei_NOUN,18574
Xi_NOUN was_VERB,10190
Xerxes_NOUN ._.,1226
Xiaoshu _VERB_,2333
Xiahou_NOUN _NOUN_,4281
Xin_NOUN Meng,4423
Xen ._.,1278
XVI Table_NOUN,3669
XVIII .,18063
X_NOUN such,3113
X for_ADP,3877
Xing took,2072
Xing_NOUN wanted,1003
XXIV .,9262
X has,6869
Xiao_NOUN Jiang_NOUN,1331
Xu and,8025
XJ ,_.,1742
X. and_CONJ,3729
XVI _VERB_,4868
Xiu_NOUN _CONJ_,4895
X_NOUN as,3955
Xinhua News,2088
XIV _NUM_,1629
XXVIII Table,1477
Xue Min,1245
Xia Xia_NOUN,1254
Xu_NOUN L,1505
Xiao_NOUN Ke_NOUN,2403
X._NOUN THE_NOUN,1938
Xia had,1131
X Table_NOUN,5732
Xu_NOUN Z,1455
X.M. _._,1034
Xue_NOUN Qi_NOUN,2552
X. Luo,1058
Xiang_NOUN .,4232
X_NOUN Free,1061
X_NOUN for,3877
Xiaoping and,1152
Xinyu _VERB_,1943
X L_NOUN,1713
Xiling_NOUN _VERB_,1420
X such,3139
X._NOUN We_PRON,1262
XIV ,,14077
XXV_NOUN _._,12305
XRD_NOUN ,_.,2124
X f,1745
XXIX_NOUN Table,1360
Xu_NOUN W_NOUN,1160
Xueli_NOUN _VERB_,1514
Xue Za_NOUN,3965
XML data_NOUN,1067
Xing_NOUN Hai_NOUN,1440
Xing_NOUN looked,2039
XVII (,1720
X._NOUN (,20951
Xuan nodded,1014
Xin is,1367
Xn _NOUN_,3353
Xuan_NOUN _ADV_,9223
X |,9702
X at,2726
Xiaobao_NOUN _VERB_,2846
Xi -,1254
Xiaoyu_NOUN had_VERB,1049
XXII CHAPTER_NOUN,1135
X3_NOUN _NOUN_,1535
XYZ _VERB_,2380
Xiamen University_NOUN,1266
XXXV_NOUN _NOUN_,2596
Xia _._,28359
Xlibris 1-888-795-4274,2412
XI -,1884
X 2,29342
XIV_NOUN CHAPTER_NOUN,1888
Xing could,4096
Xun_NOUN _._,7071
Xiao Hua,2741
Xiamen_NOUN _NOUN_,3003
XXe _NOUN_,1333
X 6_NUM,3057
XLVI .,2194
Xiu said,2085
X. Jiang_NOUN,1025
Xiyan _._,2503
XI_NOUN ,_.,15829
Xiaoxiao_NOUN was,7146
Xiao Yin,1898
Xu (_.,2547
Xi_NOUN )_.,1328
Xin_NOUN _CONJ_,8323
Xin_NOUN to_PRT,2862
Xiahou _NOUN_,4281
Xu W,1160
Xiao Long,1417
XXIII (,1019
Xn _._,3497
Xing _ADP_,4977
Xue could,1235
XY ,,3322
Xunzi_NOUN _PRT_,1122
Xiong_NOUN ,_.,10460
X_NOUN rays,1533
XXXVIII_NOUN .,3246
XV _CONJ_,1059
Xian_NOUN did_VERB,1025
Xin_NOUN _PRT_,27912
Xiao_NOUN Xue,5052
Xiang _._,22672
XXVI _NOUN_,5756
Xenophon _ADP_,1366
XII of_ADP,1835
Xiao _PRON_,11966
XLIII_NOUN .,2588
Xiao_NOUN Ge_NOUN,1021
Xiao_NOUN and,11281
Xiao Zhang_NOUN,1094
Xing_NOUN ,,20953
XX _NOUN_,22818
Xin_NOUN did,4943
Xin asked,1295
XML -,1765
X. The_DET,5412
Xingyun_NOUN _VERB_,2365
Xiao An_NOUN,2019
Xiaofei_NOUN _VERB_,1830
XI_NOUN _PRT_,1239
X_X [_X,4655
Xinyan _VERB_,1032
Xiruo ,,1124
Xia_NOUN Xue,2687
Xiaotian _ADP_,1021
XXXIII ._.,4650
Xu said,1869
Xing to,2920
X_X =_X,1323
Xander 's,4141
Xuan Yi,2686
XI _NUM_,2644
X. Wang_NOUN,6974
Xunzi ,_.,1080
XXXVIII _NOUN_,1930
Xiao with_ADP,1108
X ¼_NUM,1507
Xin_NOUN would_VERB,1743
X_NOUN ∪,1911
XO _VERB_,1695
Xin Wei_NOUN,2280
X._NOUN Chen_NOUN,3922
Xuan_NOUN looked,2445
XXVIII_NOUN ,,1726
XXI_NOUN ,,4320
X_NOUN 14d,3405
Xi Men_NOUN,4787
X_NOUN |_PRT,1115
Xinjiang_NOUN _PRT_,1027
X_NOUN c,2338
Xing did_VERB,4345
Xue Lian,1799
Xinghe _VERB_,8453
XLIII _._,4163
Xiaoyu_NOUN had,1049
Xue did,1914
XVII .,15991
X1981 THE,3013
XXIII_NOUN CHAPTER_NOUN,1044
Xin to_PRT,2866
XXXIV .,4229
Xue Ling_NOUN,2302
Xi_NOUN Yue,1121
Xing_NOUN asked,3093
Xinyue_NOUN ,_.,1029
Xian_NOUN `,2261
XLVI _NOUN_,1000
XY )_.,1216
XXXVI ,,1012
Xiao_NOUN family_NOUN,6985
X_NOUN into,1539
XII CHAPTER_NOUN,2085
Xiao Qing_NOUN,3415
XIV .,33367
X.J. _._,1253
X that,3078
Xiao Wu,8268
XI_NOUN XII,1152
Xiaoxiao _._,13489
Xenophon _VERB_,4961
Xuan_NOUN ',2773
Xiaoya_NOUN 's,1194
Xiu_NOUN and_CONJ,4846
X2_X )_.,1281
Xue_NOUN Ling,2302
Xbox_NOUN _NOUN_,2423
XIXe_X siècle_X,1296
Xiao_NOUN Yu_NOUN,21281
Xuan Xin,1671
X_NOUN _X_,43510
XIII and_CONJ,1225
Xi ',2826
Xeon_NOUN Phi_NOUN,1126
Xiaoping _ADP_,1028
X._NOUN For_ADP,1267
X._NOUN Hu,1530
XIV_NOUN THE_NOUN,1354
Xuan_NOUN Sect,1971
Xuemei_NOUN _VERB_,3889
X _VERB_,160026
Xuan said_VERB,4014
XF_NOUN ,_.,1166
Xing Hai,1440
Xiao An,2102
XYY_NOUN _NOUN_,1301
Xing replied,1661
Xander 's_PRT,4064
Xiaoxiao ._.,4329
X_NOUN 11_NUM,1047
XXI_NOUN )_.,1603
Xiao_NOUN could_VERB,3765
Xuemei _VERB_,3890
Xiaoping 's,2464
XVth_NOUN _NOUN_,1084
X.Y. ,_.,1425
Xiao_NOUN Jia,1635
Xiaoyi_NOUN _._,1367
Xue .,6295
Xunzi _._,1933
XLVII_NOUN ._.,2172
Xiao_NOUN Jing,1946
X Y,5622
XB _._,1868
Xiao also,1160
X MRDS,1327
Xiu_NOUN and,4846
X x_NOUN,2081
X_NOUN 1_ADJ,1245
XIII_NOUN and,1221
X_NOUN '_PRT,4146
XIII )_.,2128
Xiao said_VERB,5710
Xixi_NOUN _VERB_,2811
Xiu_NOUN had_VERB,3331
X2 =_X,1102
Xiao Da_NOUN,1262
Xiao_NOUN Clan,1284
Xi is,2339
X._NOUN The,5230
X1_NOUN ,,3503
Xing thought_VERB,2399
Ximena _._,1005
XLI_NOUN .,2855
XI _NOUN_,26464
XII :,2118
XM_NOUN ,,1617
XYZ_NOUN _NOUN_,12209
X_NOUN ≤_NOUN,1730
Xinjiang_NOUN .,2059
X. Huang_NOUN,1572
Xun_NOUN _VERB_,13094
XXXVI .,3801
X_NOUN 3w_NUM,1625
Xiaoyue_NOUN 's,1308
XVIII_NOUN _ADP_,1448
Xue _ADV_,7379
Xiaobao _PRT_,1131
Xi_NOUN felt_VERB,1335
X_NOUN syndrome_NOUN,3396
X.M._NOUN _._,1034
Xavier and_CONJ,2079
Xenia _VERB_,1608
Xuan did_VERB,3072
XV_NOUN Table,3908
Xiao _X_,1183
XM_NOUN _NOUN_,1242
Xuan_NOUN Sect_NOUN,1971
Xinyue_NOUN _._,1899
Xuan_NOUN is_VERB,1281
XM ,_.,1621
Xiongnu_NOUN _NOUN_,1551
Xue_NOUN Lian_NOUN,1797
Xuanwu_NOUN _NOUN_,1227
XXXIV ._.,4229
X_NOUN _END_,3238
Xenophon_NOUN ,,4919
XE_NOUN _._,1009
X_NOUN &_CONJ,1272
XXIX Table,1360
Xin '_PRT,3333
Xuan _PRT_,23171
Xiao Rou_NOUN,4579
XVIII_NOUN :,1239
Xi_NOUN would_VERB,1386
XII and_CONJ,1512
Xue_NOUN Bao_NOUN,1569
Xing _CONJ_,10092
Xiao _VERB_,100055
XVII_NOUN ._.,15951
Xi 's_PRT,21230
Xing_NOUN ',3028
Xiao_NOUN Yin,1898
Xing could_VERB,4094
Xiaoxiao had_VERB,2686
XXX_NOUN Table_NOUN,1256
Xiu_NOUN said,2085
XII_NOUN of_ADP,1835
Xiulan _VERB_,1237
Xiaoqi _VERB_,4532
XRF_NOUN _._,1660
Xie_NOUN et_NOUN,4614
Xiang_NOUN ,,15855
XI_NOUN of_ADP,1956
XVII_NOUN ,_.,5612
X._VERB _DET_,2861
X. Xu,1670
Xiyan_NOUN _ADV_,1548
Xiang_NOUN _NOUN_,73901
X1973 THE,2642
Xiaohe_NOUN _._,1207
Xiaoqing ,_.,1173
Xiao_NOUN Cui,2254
XZ_NOUN -_.,1157
XIII ._.,26142
XIV_NOUN -_.,1197
Xing_NOUN Feng,3432
Xi_NOUN could_VERB,1813
X2 Bible,2039
Xu is,1543
Xiong and_CONJ,1985
XV_NOUN _NOUN_,17752
XXX ,,2462
Xiao_NOUN Yin_NOUN,1898
XXVI_NOUN Table_NOUN,1759
Xu ',1191
X_NOUN et_NOUN,2707
Xi had,5354
XXIV ._.,9262
Xue_NOUN Qi,2554
Xena_NOUN _._,2325
Xiao_NOUN Dong_NOUN,1358
Xue Min_NOUN,1245
Xiaoyu _CONJ_,1324
X_ADJ --,1479
XII Table_NOUN,4856
Xin took_VERB,1130
Xin_NOUN and,8166
Xiao Lin_NOUN,3131
X ),111760
XLI .,2871
Xiao immediately_ADV,1076
XLII_NOUN ._.,3064
XIV _NOUN_,18732
Xuan_NOUN Ye_NOUN,12407
Xing immediately,1439
X_NOUN 14_NUM,2676
Xuan and_CONJ,7355
Xin _NOUN_,54942
XXVIII_NOUN ,_.,1726
Xian_NOUN 's_PRT,5115
Xiao_NOUN Ran_VERB,1791
Xu _ADP_,2522
X1973 A,1252
Xiao_NOUN Lin,3131
XI ),3230
X1973_NUM _DET_,1754
Xu Qing_NOUN,3834
Xing looked,2040
Xu_NOUN J,2690
Xue_NOUN Yao_NOUN,1979
X._NOUN :_.,12268
X_NOUN receptor_NOUN,1884
Xiaoyu ,_.,2949
Xin_NOUN would,1743
Xu_NOUN Fu_NOUN,1356
Xu_NOUN Family,4707
XII_NOUN _NOUN_,23168
Xiao ?_.,1516
X._NOUN ;,4546
X_NOUN →_NOUN,10934
XXI ,_.,4320
Xiao_NOUN Hei,4954
Xavier _ADP_,2085
Xi Ling_NOUN,2224
Xiamen_NOUN _._,2438
X1_NOUN ,_.,3503
X1981 _DET_,1388
Xun 's,3616
Xi_NOUN ._.,8786
Xing ,,20962
Xu_NOUN Lu,1889
Xue_NOUN is,1091
Xiaoxiao_NOUN had_VERB,2686
X_NOUN '_.,8765
XLV_NOUN ._.,2180
Xin looked,3927
Xia Family,3108
XVI :,1921
Xinghe_NOUN 's_PRT,2539
XXXI_NOUN ,_.,1368
XII_NOUN --_.,1202
Xuan_NOUN had,5174
Xiaohe _PRT_,1405
XI Table,5179
X_NOUN +_NOUN,6047
Xiaolin_NOUN _VERB_,1619
Xuan Yuan_NOUN,1563
Xue'er 's_PRT,1497
XVI CHAPTER,1675
X_NOUN may_VERB,1184
Xiong _CONJ_,2078
Xiang_NOUN '_PRT,1637
XI THE,1828
XII ),3134
X_NOUN !,1467
Xi in,1139
Xiao_NOUN Yang_NOUN,3202
Xinjiang _NOUN_,6659
Xi_NOUN and,7152
Xue looked,1717
X._NOUN _NOUN_,158540
X |_NOUN,1018
Xiaoxiao 's,8866
Xin ._.,9849
Xiaobai_NOUN was,1531
Xiang_NOUN did_VERB,2119
Xing_NOUN had,5893
Xu said_VERB,1869
XYZ_NOUN Company_NOUN,2582
X ^,1209
X1 _._,8904
XIV_NOUN _._,56955
Xander ,,3027
Xian_NOUN `_.,2261
Xin'er ,,1366
X_NOUN t_NOUN,11629
Xin _VERB_,87361
Xi )_.,1328
Xiang_NOUN Tao_NOUN,7391
X. Liu,4543
X ∂,1109
Xiaojia_NOUN _VERB_,2240
XLII_NOUN _._,4490
Xu_NOUN Guoqing,1216
XV_NOUN :,1258
X_NOUN for_ADP,3877
Xie 's,5207
Xi_NOUN .,8786
XLVII _._,3603
Xue_NOUN Li_NOUN,2957
Xiaotian_NOUN _PRT_,5325
Xian `_.,2314
X ij,1754
Xiu did_VERB,1769
XLII _._,4904
Xu Qian,2140
X._NOUN Ma,1181
Xianbei _NOUN_,1981
XXIX _._,9756
X 3d_NUM,3820
Xiao_NOUN Qing_NOUN,3415
Xiaofeng_NOUN was_VERB,1063
Xiao_NOUN had_VERB,8287
Xt_NOUN _._,2273
Xander_NOUN _._,7926
Xiao Cui_NOUN,2254
X_NOUN at_ADP,2718
Xian _ADV_,2887
Xuan_NOUN is,1281
XII_NOUN Table,4856
X ≤,2174
X_NOUN ,,239069
Xiong_NOUN ._.,1174
Xi Wu,5049
