YWCA_NOUN _NOUN_,1088
YN_NOUN _._,2540
Yang_NOUN _VERB_,117312
Y._NOUN Zhu_NOUN,1733
Yeah_X !,12266
Ye_NOUN had,6418
Yavuz_NOUN ,,1003
YEAR_NOUN _NUM_,3203
Y_NOUN j_NOUN,3285
YU_NOUN _._,1012
Y 2,9198
Y. Acad,1643
YOU :,1016
YOU_PRON WILL_VERB,8208
Yan_NOUN turned_VERB,1191
Y.K._NOUN _NOUN_,1307
YEAS ACKERMAN,1147
Y_NOUN with_ADP,2077
Year_NOUN 10_NUM,1637
YE ',1175
Y_NOUN gastric,2469
Ye have_VERB,5506
Y_NOUN ES,1048
YOU _CONJ_,3228
Ye_PRON are_VERB,1785
Ye_NOUN et,2949
Y Y,9800
YHWH 's,5193
Yang_NOUN would_VERB,2642
Y. Zhou,2123
Y O,1965
Yaru_NOUN _VERB_,1390
Year Award,2353
Year_NOUN ",3647
YEAH_X _._,1142
Yaoundé_NOUN _._,1661
Yahudiler'in_X _X_,1134
Y. _._,437274
Y._NOUN N._NOUN,2188
Y k_NOUN,3202
Year with,1812
Yao_NOUN shook_VERB,1260
Y_NOUN has,2113
YX ,_.,1305
Yang_NOUN Xie_NOUN,10031
Y.-C. _NOUN_,1419
Year_NOUN 8_NUM,1425
Y. Lu_NOUN,1507
Yeager_NOUN ,_.,2973
Y_NOUN |,5658
Ye know_VERB,2504
Y is_VERB,20339
Yair _NOUN_,1451
Y R_NOUN,1352
Yea_X _._,14838
Yaru _VERB_,1390
Y. M._NOUN,7316
YEAR .,1097
Yard _ADV_,1041
Yang is,3650
YORK _._,4954
YF ,,2427
Y1_NUM _._,2248
Yang -,4694
Yao_NOUN did_VERB,3742
Ye et_NOUN,2931
Yahoo_NOUN _._,3539
Yan Fei_NOUN,1446
Yay !_.,5053
YOUNG SOCRATES_NOUN,1322
YEAS ABRAMSON_NOUN,2224
YOU ._.,10036
Yang Qi,2522
Y Acad,3884
Yale_NOUN University_NOUN,130853
Yan_NOUN were_VERB,1151
Y ou_PRON,3844
Yanran ,,2174
Yang_NOUN walked,1233
Yao_NOUN Yi_NOUN,1023
Y.F._NOUN _NOUN_,1029
Yao_NOUN also,1113
Y ∈,2570
YOU A,1874
Year_NOUN 2000_NUM,2537
Yan Meng_NOUN,1141
Yanks_NOUN _VERB_,3040
Y t,7954
YJ ,,6121
Y_NOUN chromosomes_NOUN,1157
Year ',12462
Ye_NOUN _ADP_,5900
Ye_NOUN was,10191
Y.W. ,_.,1241
Y_NOUN 3_NUM,2066
Yang_NOUN asked,1661
Yates .,2048
Y i,13043
Yan_NOUN was,22991
Yalu River,1605
Y._NOUN Gao_NOUN,1392
Ya_PRON did_VERB,2202
YES_X !_.,4432
Ya is_VERB,1137
YE _NOUN_,3764
Yang !,1881
Year_NOUN 11_NUM,1164
Yang_NOUN smiled,1730
Yang_NOUN had_VERB,8905
Y DEAR_NOUN,3118
Yan_NOUN Hui,1212
Yahudiler'in Kralı,1120
Y.L._NOUN _NOUN_,1611
Yan_NOUN _PRON_,2932
Yang_NOUN Qiao,2086
Yan_NOUN has_VERB,1091
Ye_NOUN in,1259
YAG_NOUN _NOUN_,7670
Year '_.,1932
YOUR MIND,1342
Y_PRON OU_PRON,3354
YOUNG MASTER_NOUN,2166
Yan knew_VERB,1336
YMCA _CONJ_,1053
YEAR_ADJ _._,1373
YHWH _NOUN_,1854
Yakima _NOUN_,1942
Ye_NOUN Mo_NOUN,10883
Yang Z,1810
Y_NOUN p,1303
Y t_PRON,6731
Yang_NOUN L_NOUN,2115
Year is_VERB,1411
Yaw_NOUN _NOUN_,1411
Yahweh in,1829
Yeah but,2017
Yao_NOUN also_ADV,1113
YES_NOUN ,,1070
Y_NOUN Acad_NOUN,3884
Yan family,1128
Ye Ming,1276
YZ_NOUN ,,1184
Yale_NOUN UP,1540
Yards_NOUN ,_.,1293
Yates _NOUN_,5336
Ye Qian_NOUN,3496
Ye Zi,1343
Y n,5406
Ya_PRON did,2202
Yan_NOUN ...,1008
Yangon ,,1447
Year 2_NUM,6454
Yahweh had_VERB,1286
Yanzhi_NOUN _VERB_,2331
YAG_NOUN _._,1740
YEARS _VERB_,1106
Yaw _._,1033
Yeah_X you,1203
Yang _NOUN_,436511
Yan_NOUN Li,1855
Ye_NOUN Huan_NOUN,2098
Yang Min,1223
YORK CITY,1662
Year Award_NOUN,2337
Y. Zhu_NOUN,1733
YF_NOUN _NOUN_,1435
YOU_PRON !,7910
Yad_NOUN Vashem,4869
Y.-C. _._,1776
Y.T. ,_.,1408
Ye_NOUN Clan,1333
Yankees_NOUN .,4928
Ye_NOUN who_PRON,1434
Ybor City,1144
YHWH_NOUN 's_PRT,5110
YOUR_PRON OWN_ADJ,4284
Y_NOUN DEAR_NOUN,3118
Y _._,503913
Y (_.,61608
Ye Tian_NOUN,52650
Yau _NOUN_,3166
Y.S._NOUN _NOUN_,3074
Yan had_VERB,12537
YOUR_PRON BODY,1250
YV_NOUN _._,1379
YI_NOUN _NOUN_,1596
Ye felt,1029
Year Ending_VERB,1640
YEARS_NOUN LATER,1107
Yamagata_NOUN ,,1073
Year_NOUN II,1007
Year in,8498
Year ?,1375
Yao_NOUN Ming_NOUN,1211
YOU .,10066
Yang_NOUN et_NOUN,23621
YP_NOUN ,,2706
Yama_NOUN ,,1815
Ya_PRON _ADP_,2995
Ye_NOUN nodded_VERB,1217
Yahweh_NOUN is_VERB,4242
Yahweh_NOUN your,1299
Yang shook_VERB,1145
YES_X _._,11126
Y &,1161
Y I,1417
YN_NOUN ,_.,1486
YX_NOUN ,_.,1302
Yale Center_NOUN,1345
Yao ,,38045
Yah .,1254
YOUTH :,3864
YOU ARE,16282
YR_NOUN ,,1510
Y_NOUN is_VERB,19447
Yan_NOUN Bei,3596
Year_NOUN 4_NUM,2894
Yan is_VERB,3294
YOUNG_ADJ _NOUN_,9163
Yan Le_NOUN,3468
Yamamoto_NOUN et,1689
Year _DET_,2777
Y.C. _._,4748
Yan (_.,1274
Yanyun _VERB_,3707
Yahweh_NOUN had_VERB,1286
YOU ',11299
Ye_NOUN gods_NOUN,1356
Ybarra ,_.,1242
Y. Lu,1508
Yang smiled_VERB,1730
Ya think_VERB,1049
Yankee_NOUN .,2019
Yang and,19451
Yamamoto and_CONJ,1402
Yanran_NOUN _PRT_,3524
YE _._,2623
Yang Family,3655
YOU_PRON _PRON_,5419
Yan thought_VERB,1586
Yahweh _ADP_,8072
Yahoo_NOUN _VERB_,1377
YEARS _ADP_,5376
Y. "_.,2509
YOU_PRON WANT,5992
Yalta _NOUN_,3886
Yalta Conference_NOUN,1574
Y_NOUN 2,9180
Yang et_NOUN,23621
Y._NOUN _CONJ_,17628
YOU_PRON have_VERB,1087
Yards_NOUN _._,2572
Y be,3980
Ya had,2975
Y. &_CONJ,3471
Ye_NOUN Sheng,2295
Yamazaki_NOUN _NOUN_,2450
Yanjing ,_.,1605
Ye asked,1697
Year_NOUN Award_NOUN,2324
YT ,,2431
Yahweh (_.,2035
Y. D._NOUN,1405
Yankees ._.,4928
Yang_NOUN saw,1121
Yang -_.,4691
YOU_PRON THINK,3305
Y OUNG,2524
Ye_NOUN is_VERB,2765
Ye smiled,1437
Y._NOUN _PRON_,3125
Yan_NOUN _NOUN_,180792
Y [_X,2549
Y._NOUN pestis,1320
Yeah_X _X_,3088
Y to,3526
Y.S._NOUN _._,5047
Year Principally,1111
Y_NOUN '_PRT,2005
Yard _NOUN_,7994
Ya_PRON ',1916
Yard_NOUN _ADP_,4596
Yeah ...,14676
YHWH in,1029
Yao shook,1261
Y._NOUN Liu,6673
Yao_NOUN said_VERB,6096
Yale_NOUN UP_NOUN,1540
Yamamoto _VERB_,2481
Y_NOUN is,19447
Yarmouth .,1183
Ye_NOUN Jia,6305
Ye Feng_NOUN,31640
Ya know,2341
Y.H. _NOUN_,2630
Yard_NOUN ._.,8081
Yarbro _NOUN_,1157
YR _._,8427
Y_NOUN tomando,1392
Yahweh_NOUN your_PRON,1299
Y'all _NOUN_,1264
Yanyan _._,1393
Yamauchi _._,2561
Y.G. _._,1467
YOU NEED,3971
Yao et,3314
Year_NOUN 2,6332
Yangtze _NOUN_,14936
YOU_PRON REALLY,1014
Yazoo _NOUN_,2296
Yao_NOUN !,1034
Ye see_VERB,2113
Yang Yang_NOUN,3162
Yaqui _NOUN_,4338
Yard 55_NUM,1114
Yang in_ADP,2271
Yankees in,1759
Yazidi _NOUN_,1465
Yao_NOUN _VERB_,93211
Yang would_VERB,2642
Yang_NOUN felt,1898
YES .,2421
YOUR UNDERSTANDING,1637
Yardley_NOUN ,,2249
Yao immediately,1119
Yang_NOUN ',4869
Y. ;,11459
Y. Li,7462
Yeah_NOUN .,19268
Y_NOUN l,1215
Year ._.,20076
Yan_NOUN Qiao,1029
Yea ,,31314
YEAS_NOUN ACKERMAN,1147
Yau_NOUN ,_.,1918
Y.H. _._,4655
Y .,6497
Y THE,1740
YOU MAY_VERB,1836
YH ,,6976
Y aconteció_NOUN,1710
Y. _NUM_,17607
Y. Li_NOUN,7462
Y D_NOUN,2439
Y_NOUN OUR_NOUN,2707
Yan_NOUN also_ADV,1793
YOU SHOULD_VERB,3531
Ya was,5979
Yan was,23010
Year for,2165
YOU_PRON GET_VERB,1782
Yang_NOUN is,3650
Y._NOUN enterocolitica,1080
Year_NOUN ,,25268
Yeah_X "_.,1178
YOU GET_VERB,1782
Yan_NOUN Yun_NOUN,14775
Yan did_VERB,7831
Year_NOUN :,5888
YOU have_VERB,1087
Year_NOUN Ending,1574
Yah_X !,1624
Yates_NOUN and_CONJ,1797
Ye_PRON can,1436
Yak_NOUN _._,1921
Yardley ,_.,2249
Y._NOUN Jiang,1122
Yang Family_NOUN,3654
Y.C._NOUN _._,4748
Y /,8567
Y.B. _NOUN_,1851
Y._NOUN Lin,1556
Y_ __,1046
Yan_NOUN said,9363
Yahweh ),1069
Yale L.J.,1760
Year Ended_VERB,3243
Ye were_VERB,1239
Yang to_PRT,3727
Yan -,1854
Yap _NOUN_,3352
Y_NOUN .,6496
Ye_NOUN saw_VERB,1265
Y_PRON _ADV_,1667
Yamashita _NOUN_,3101
Y.B. ,_.,1110
YORK_NOUN _NOUN_,10283
Year 5,2897
Yang Y_NOUN,3715
Yang_NOUN Xiu_NOUN,1427
Yang could_VERB,3841
Yard _ADP_,4596
Yates_NOUN ,,14620
Yan Feng,3033
Yamauchi_NOUN ,,2206
Ye_NOUN would,2150
Y.G._NOUN ,_.,1080
Yancey _VERB_,2252
Ye Yi,4002
YR -_.,4322
Yan'er _PRT_,1302
Ye must_VERB,1711
Y.K. _NOUN_,1307
Yang (,5032
Yap ,_.,3588
Ye Wen,1953
Yao also,1113
Y_NOUN E,1728
Ye_NOUN Bing_NOUN,1277
Y F,1450
Yamaguchi_NOUN _._,8080
Yan_NOUN thought,1590
Ye Xiao_NOUN,41867
YOU DOING_VERB,1051
Yan_NOUN laughed_VERB,3261
Ye can,3173
YOUR_PRON MIND_NOUN,1333
Year Principally_NOUN,1111
Yamauchi_NOUN ,_.,2206
Y'all_PRON _VERB_,8049
Y. Kim,1992
Yan'er_NOUN _PRT_,1294
Yan asked,2532
YOU LIKE,1881
Y OUR,2710
Yeah !_.,12613
Yale University,131037
Year Number_NOUN,1238
Y_NOUN B,1656
Yash _NOUN_,1697
Yavuz _._,1190
Y1_NUM ,_.,1415
Yam ,,1761
Y. _CONJ_,17628
Yang_NOUN ._.,19126
YY _NOUN_,1673
Y. Y._NOUN,3411
Y. C.,6272
Y. Lin,1556
Y will,1317
YM ,,4816
Yaner_NOUN _._,3464
Y.G. ,,1080
Yadav_NOUN ,_.,7613
Y.T. ,,1408
Ye_NOUN saw,1265
Y from_ADP,1057
Year_NOUN !_.,1976
Yah_X ,,2862
YOU ?_.,5586
Yardley ,,2263
YOU RECEIVED,1240
YOLO _._,1089
Yangzi _._,1017
Ya to,1413
Y. K.,4297
Yarbrough _._,1674
YEARS_NOUN OF_ADP,2309
Yang_NOUN took,1771
Y.Y._NOUN ,,2055
Yala_NOUN _._,1259
Yang_NOUN also_ADV,1215
Ya_PRON to,1413
Year Plans_NOUN,1530
Yankee Stadium,4142
Year ?_.,1375
Y N_NOUN,4361
YK_NOUN _._,4002
Ye_NOUN Chen_NOUN,25650
Yan has_VERB,1103
Y_NOUN R_NOUN,1349
Yash _VERB_,1300
Yamaguchi_NOUN ,_.,6261
Yasin ,_.,1032
Yam ,_.,1760
Y. Acad_NOUN,1643
YOU CAN_VERB,11132
YOU ,_.,11276
Yan_ADJ family,1062
Yan_NOUN raised_VERB,1296
Year 3,4692
Ye Ye,1032
YOU_PRON DO,8120
Yan and,15479
Yan ?,2933
YHWH ,,4063
Year to,2321
Y.C. ,_.,3467
Yaner_NOUN _PRT_,3620
Year _ADV_,4222
Yang Yue_NOUN,2340
Y. Crowell_NOUN,1357
Year_NOUN '_PRT,10517
Ye_NOUN !,2458
YE ,,1557
YOU WANT,5997
Year Composed,2518
Yasmin_NOUN _PRT_,1013
Yang_NOUN laughed_VERB,1849
Y_NOUN the_DET,1453
Y X,2497
Y. The_DET,3404
Y. C._NOUN,6268
Yamamoto_NOUN et_NOUN,1679
Ye_NOUN Zheng,7296
Year_NOUN Club,2728
Yang_NOUN also,1215
Yang_NOUN suddenly,1306
Yard and,2315
Yan_NOUN took_VERB,1782
Yeah you_PRON,1318
Yasmin _._,2882
Yating_NOUN _VERB_,1219
Ye_NOUN looked_VERB,2933
Y1 _NOUN_,1661
Y.S. ,_.,3856
Y._NOUN Wang,9066
Yea ._.,1490
Yan Clan_NOUN,1603
Year (_.,6224
Ye_NOUN Tian_NOUN,52650
Ye Tang_NOUN,1394
Yawning_VERB ,,1184
Ye_NOUN Xiao_NOUN,41867
Yale -_.,1833
Y.H. ,,3763
YOUR BODY,1276
YOU_PRON TO,4311
Yankees_NOUN _PRT_,3542
Yard to_PRT,1128
Ya _PRT_,12656
Yao_NOUN to_PRT,2659
Ye_NOUN Jia_NOUN,6305
Yamagata _._,1475
Yan'an _._,1185
Yankees_NOUN and,1744
Y in,4541
Yannick _NOUN_,1264
Ye Bai,1029
Y._NOUN (_.,76699
YEAR _VERB_,1147
YOU FEEL,1099
Y._NOUN Guo_NOUN,1228
Yap_NOUN _._,5084
Yan_NOUN wanted_VERB,1076
YES !_.,4842
Yan stood,1138
Y'all_PRON are_VERB,1248
Y.T. _._,1867
Year --_.,4987
Yarra _NOUN_,2207
Yanjing ,,1605
Y_NOUN +_.,1044
Y_NOUN N,4679
Yea !_.,1214
Yeah _ADV_,2059
Yanhong _PRT_,1647
Year -_.,9734
Y ORK,2584
Y_NOUN THE_NOUN,1732
Yao_NOUN had_VERB,6349
Y_NOUN aconteció_NOUN,1710
Yang_NOUN said_VERB,5125
YA ,,2866
Yan was_VERB,23008
YHWH_NOUN _CONJ_,1928
Yard_NOUN _ADV_,1041
Yang were_VERB,1071
Ye_NOUN Chong,1526
Y as,1951
YEARS _NOUN_,4286
Y.P. ,,1540
YOUR_PRON TIME,2912
YEAH _._,1619
Yan 's_PRT,41691
Y '_PRT,2005
YMCA_NOUN ,,2427
Yan_NOUN has,1091
Yalta_NOUN Conference,1574
Yang_NOUN Yi_NOUN,1872
Yan_X _X_,2042
Ye Feng,31645
Y. Crowell,1358
YOU MIGHT,1366
Y.L._NOUN ,_.,1977
Y_NOUN P_NOUN,1589
Yanjing_NOUN _._,2925
Ye_NOUN Yao_NOUN,1870
Ye_NOUN was_VERB,10191
Y_NOUN T,2198
Y_NOUN decían,1375
Y_NOUN ¼_NOUN,1044
Yaner ,,1828
Y D,2444
Y._NOUN and,13890
Y 3,2110
YG ,,1699
Yard_NOUN and_CONJ,2315
Y saliendo_NOUN,1698
Y tomando,1640
Ye_NOUN and,7670
Y.-C. ,_.,1329
YAG laser,5349
Yager _._,1823
Yamada ,,8241
YORK_NOUN ._.,1357
Ye_NOUN Mu,1340
Ye_PRON have,1873
Yaron_NOUN _NOUN_,1035
YORK_NOUN .,1357
Y2 ,,1275
YOUR_PRON CHILD,1181
Year Round,1191
Ye_NOUN -,4779
YF_NOUN ,_.,2427
Ye Zheng_NOUN,7296
Yale -,1850
Yan saw_VERB,1552
Y_NOUN DEAR,3118
Y E_NOUN,1728
Yamamoto ,,11700
YJ ,_.,6121
Y._NOUN Cheng_NOUN,1096
Year Total_NOUN,1106
Yang_NOUN W,1320
Year 's_PRT,58963
Yang (_.,5030
Yahweh was,1475
Yang Guang_NOUN,3254
Y ],5851
Y_NOUN -_.,51085
Year_ADJ --_.,4974
Ye_NOUN Mu_NOUN,1340
Yaner 's_PRT,2777
YOUNG_NOUN ,,1078
Yeah_X ",1178
Y_PRON i_PRON,5769
Yeah_X ?_.,35160
Yankees_NOUN ',2790
Yang laughed,1849
Y2_NOUN _NOUN_,1053
Yao _NOUN_,82028
Yan to_PRT,5186
Y 0_NUM,4811
Yager_NOUN ,_.,1550
YOU_PRON '_VERB,7904
Yaner was,1622
Yankees_NOUN ,,6365
Yanxi _VERB_,4259
Ye Sheng,2295
Yan_NOUN Qing_NOUN,2266
Yates_NOUN _NUM_,1328
Ye Fan_NOUN,1558
Yahweh _PRT_,15135
Yap _._,5093
Yamasaki_NOUN ,_.,1388
Y_NOUN _X_,36577
Year 2000,2598
Yan Nation_NOUN,3406
Y ¼_NOUN,1044
Yale ,,12587
Yavuz ,_.,1003
Yan_NOUN also,1793
Y._NOUN Liu_NOUN,6673
Y to_PRT,3526
Year 4,2999
Yale in,1373
Year_ADJ Composed_VERB,2518
Ya_PRON _VERB_,52367
Yan turned_VERB,1191
Ye in,1259
Y. Sun_NOUN,2174
Yeager ,,2997
Yayınları ,,1610
Y. In,1180
Y. ;_.,11459
Year award,1730
Year_NOUN 7,2522
Yamauchi ,,2208
Yao_NOUN smiled,2071
Yamamura _._,1205
Yaffe_NOUN _._,1557
Y. enterocolitica,1124
Y.L._NOUN _._,2568
Ye_NOUN Ying_NOUN,2785
Yang ._.,19145
Y._NOUN K._NOUN,4295
YOUNG_NOUN _._,2031
YWCA _NOUN_,1089
Yancey ,,2485
Yao_NOUN was_VERB,13805
Y ∈_NOUN,2384
Yan_NOUN :,1557
Yeah_X _PRON_,8639
Y.M. _._,3044
Yamada_NOUN _VERB_,1354
Ye _CONJ_,8076
Yahweh_NOUN .,8642
Year Number,1239
Year ,_.,25578
Yao_NOUN heard,1042
YOU have,1087
Yao_NOUN in_ADP,1360
Ye_NOUN see,1083
Yan_ADJ family_NOUN,1062
Y_NOUN ,_.,287996
Y_NOUN OUR,2707
Yao_NOUN who,1067
Yan_NOUN could_VERB,4325
Yannian _VERB_,2148
Yazidi_NOUN _NOUN_,1454
Yan_NOUN Yan,4271
Yan Qing_NOUN,2618
Yang_NOUN who,1414
Y'know ,,2108
Yan_X et_X,1707
Yeah_X _ADJ_,1562
YR_NOUN -,3129
Y._NOUN _ADP_,4085
YM _._,6212
Yao immediately_ADV,1119
Y. B._NOUN,2029
Y. Kim_NOUN,1992
YE_NOUN '_PRT,1127
YOU I,1244
Y.J. _._,3743
YEARS_NOUN _._,4276
Yan_ADJ Xi,6895
Y_NOUN 1,11413
Yang walked,1233
Yan Qingqing,1305
Yan family_NOUN,1128
Yale French_NOUN,1158
YW_NOUN _._,2840
Yahweh_NOUN to,1354
Yang_NOUN _._,182451
Yang_NOUN S_NOUN,1688
Yan has,1103
YOU_PRON 'VE_VERB,1400
Yang_NOUN &,1819
YEARS_NOUN OLD,1255
Y. N.,2188
Yangzi_NOUN River_NOUN,1005
Yang_NOUN -,3914
Year .,20087
Y._NOUN E._NOUN,1232
YEARS OF,2317
Yale_NOUN -,1833
Yana _NOUN_,1044
Y._NOUN "_.,2469
Yang Zhi_NOUN,15229
Ye_NOUN shall_VERB,5298
Y ]_X,5849
Ye_NOUN laughed_VERB,1495
Ye_NOUN and_CONJ,7670
Yeah_NOUN ,,62915
YONHAP ],3388
Y l,1216
Yadav_NOUN _VERB_,1012
Yang also_ADV,1215
Y_NOUN R,1351
Year award_NOUN,1728
YIELD :_.,7560
Yan Ling,1163
Yea_NOUN ,,17205
Yard _PRT_,2568
Ye had,6420
Y._NOUN H.,6853
Ybor_NOUN City_NOUN,1144
YC_NOUN ,,5315
Yang ',4876
YMCA_NOUN ,_.,2427
YZ ,_.,1189
Yaner _ADV_,1692
Y_NOUN levantándose,1246
Yang_NOUN Family,3654
Y. Cheng_NOUN,1096
YOUNG _._,2447
Y._NOUN _VERB_,4299
Y'know_X ,_.,1828
Ye Han,9572
Yani _VERB_,1235
YK_NOUN ,,3063
YEARS ._.,1190
Y. E.,1233
Year !,1982
Year Plans,1703
Y._NOUN et,8192
Yancy_NOUN _._,1690
Yan ,,65467
Ye see,2113
YWCA _._,1549
Yaner .,1195
Yayınları .,1158
Yale L.J._NOUN,1760
Yang_NOUN shook_VERB,1145
Yang Hao,1593
Yan_NOUN ._.,20050
Y. Liu,6674
Ye Mo,10883
Yan_NOUN Nation_NOUN,3357
Ye _DET_,2596
Y. W.,2516
Yahweh_NOUN _CONJ_,3879
Yao_NOUN asked_VERB,2393
YP_NOUN _._,3864
Ya_PRON know,2341
Yar _NOUN_,1421
Yang immediately_ADV,1175
Yards _._,2572
YOUR HEART,1514
Yao suddenly,1132
YMCA_NOUN _CONJ_,1053
Y. Guo,1228
Year_ADJ Principally,1111
Yaacov_NOUN _NOUN_,1218
Y of,2746
Y. Xu_NOUN,2092
YF _NOUN_,1493
Yanran_NOUN ._.,1204
YQ _._,1762
Yang S_NOUN,1688
Y ¯,3017
Yama_NOUN ,_.,1815
Ya_PRON looked_VERB,1365
YOU AND,2086
Ya smiled,1003
YOU_PRON 'LL,2490
Y._NOUN P._NOUN,2628
YOU 'LL_VERB,2490
Yang_NOUN Family_NOUN,3654
Yankees_NOUN '_PRT,2742
Yasuda_NOUN ,_.,2455
Yankees_NOUN ._.,4928
Year_ADJ Plan_NOUN,10902
Y.L. ,,1977
Y. Zhu,1733
YEAR_NOUN _ADP_,4135
Yap_NOUN ,_.,3588
Yang has_VERB,1185
Yeah_X !_.,12266
Yan_NOUN felt,1934
Ye can_VERB,3170
YEAS ACKERMAN_NOUN,1147
Yankee Doodle_NOUN,2958
YOU_PRON IN,1402
Yarra_NOUN _NOUN_,2206
Yanhong 's_PRT,1187
Y __,1057
Yb _NOUN_,1324
Y._NOUN Zheng_NOUN,1397
Yankee ._.,2019
YORK ,_.,2221
Ye_NOUN Family_NOUN,11476
Yahudi_NOUN yetkililer,1028
Ye_NOUN will,1909
YC _._,7004
Y =,23168
Yamashita ,,3990
Yanran was_VERB,1430
Yang_NOUN smiled_VERB,1730
YB_NOUN ,,1857
Ya_PRON Ting,1385
YEAR_NOUN .,1096
Yan ,_.,65445
Yankees _ADV_,1677
Yadav _CONJ_,1453
Yao Qing_NOUN,1521
Ye_NOUN Yan_NOUN,5309
Yasir_NOUN _NOUN_,1764
Yan_NOUN _CONJ_,14250
Y. Zheng,1397
Ybor City_NOUN,1144
YOUTH _._,4969
Y ;_.,3227
Y._NOUN Hu,1141
Yahweh is_VERB,4242
Y levantándose,1313
Yang Zhi,15230
YOU_PRON ARE_VERB,16266
Yalta_NOUN Conference_NOUN,1574
Yam_NOUN _._,2779
Yao_NOUN asked,2393
Y_NOUN OUNG,2508
Yan Er,3156
Year 1_NUM,8311
YOU I_PRON,1243
Yang_NOUN Z,1810
Yakovlev_NOUN _._,1947
Yao who_PRON,1067
Yan_NOUN _PRT_,53098
YELLOW _NOUN_,5250
Y._NOUN :_.,26813
Ya had_VERB,2975
Yahweh_NOUN had,1286
Year !_.,1976
Ye _ADV_,14456
Yagi ,,1439
YOU_PRON HAVE_VERB,9023
Yao _CONJ_,10724
Yan could_VERB,4332
YOUNG_ADJ MASTER,1637
YOUR_PRON OWN,4284
Yama_NOUN King,2035
Y --,12399
Yan_NOUN !,2462
Yalu_NOUN River,1604
Y2 _._,3539
Y_NOUN ;_.,3179
YR ,_.,1514
YEARS AGO,2061
Ye_PRON Ya_PRON,23435
Y_NOUN ],5822
Year founded_VERB,1188
Ya Ya_PRON,4312
Yan_NOUN Feng_NOUN,2139
Yanfei_NOUN _VERB_,1676
Y_NOUN S_NOUN,1932
Y._NOUN Ma_NOUN,1381
Yang_NOUN nodded_VERB,1637
Yao_NOUN 's_PRT,22928
Yadav and,1248
Yankee_NOUN _ADP_,2470
Ya could,1229
Ya_PRON _PRON_,5956
Yao 's,22947
Yahudi yetkililer_X,1060
Y chromosomes_NOUN,1157
Yao_NOUN did,3742
Yan_NOUN _ADP_,10344
Yang _DET_,1517
Yeah_X .,200859
Ye_NOUN Na_PRT,2691
Y._NOUN Hu_NOUN,1141
Ye_NOUN would_VERB,2150
Yau_NOUN _NOUN_,3166
Yeah --,1042
YR_X -_.,1004
YOUR MIND_NOUN,1341
Yat -_.,8480
Y._NOUN G._NOUN,1718
YHWH _VERB_,8374
Y viniendo,1477
YHWH and_CONJ,1714
YEAR_NOUN ._.,1096
Ye said,5424
Y.M. ,_.,2388
Yan 's,41764
Yan_NOUN (_.,1236
Y. Cheng,1096
Y ",6213
Y H,1164
Yap_NOUN _NOUN_,3352
Yarrow_NOUN ,_.,2055
Yad Vashem_NOUN,4871
Year 3_NUM,4606
Yang Yi,1946
Ye_NOUN Ming_NOUN,1276
Yaman_NOUN _._,1016
Ya _VERB_,52367
Y._NOUN Song,1033
Y gastric,2481
Yan who,1695
Year_NOUN Award,2324
Yale_NOUN ._.,5628
Y._NOUN Xia_NOUN,1042
Ye Mu_NOUN,1340
Ybarra_NOUN ,,1242
Y.D._NOUN _._,1186
Yahweh your,1683
Yao_NOUN _ADV_,13665
Yank_NOUN _._,2548
Yarmouth_NOUN ._.,1182
Yale_NOUN 's,2899
Year 2018,1107
Yakov_NOUN _NOUN_,2048
Yea ,_.,31310
Yamamoto_NOUN ,_.,11674
Y._NOUN Y._NOUN,3411
Yan_ADJ and_CONJ,1600
YEAS_NOUN ABRAMSON,2224
Y. ,,317511
Yale_NOUN and,3190
Yaner_NOUN ,_.,1828
YOU WERE_VERB,2407
Y_NOUN i,7176
Year at,1538
Yale_NOUN College,2687
Yanran was,1430
YLT_NOUN _._,1084
Yale UP_NOUN,1540
Yao took,1044
Y._NOUN W.,2513
Yao_NOUN Ming,1211
YJ_NOUN ,_.,6116
Yan '_PRT,5802
Yankee _NOUN_,36300
Y. Guo_NOUN,1228
Y_PRON ou_PRON,3461
Yao 's_PRT,22930
Y.B. _._,1482
Yan asked_VERB,2532
Y_NOUN at,1068
Yan could,4332
Yakup _X_,1237
Ye Qing_NOUN,10352
Ye_NOUN immediately_ADV,1392
YT_NOUN _._,3372
Yeah !,12613
Ye_NOUN ,,38272
Yasin_NOUN _NOUN_,1405
Yan_NOUN could,4325
Yard in_ADP,1047
Y T,2315
YOU_PRON _NUM_,1943
YEAR ._.,1096
Yang_NOUN (,5030
Yamamoto_NOUN _VERB_,2445
Yan_NOUN 's,41658
YD ,,1360
Y._NOUN H._NOUN,6853
Y._NOUN Sun_NOUN,2174
YT _._,3474
Yankees were_VERB,2065
Yadav _NUM_,1267
Yang thought_VERB,1064
Y_NOUN as_ADP,1839
Y.-C._NOUN ,,1329
YOU_PRON I,1243
Yan_NOUN is,3276
Yan took_VERB,1787
Yale 's_PRT,2881
Y2 ,_.,1275
Y_NOUN k_NOUN,3202
Ye do_VERB,1464
Yahweh_NOUN ,_.,11755
Yangtze_NOUN River_NOUN,11281
Ye_NOUN shall,5298
Y_NOUN ._.,6496
Ye_NOUN laughed,1495
Yan_NOUN to,5102
YAP /,1061
YORK ._.,1357
Ya_PRON _NOUN_,19489
Y.-C._NOUN _NOUN_,1419
Year _NOUN_,126903
YE_NOUN _PRT_,1168
Yasmin ,_.,1371
